,provider,A_family,A_vcpu,B_family,B_vcpu,C_family,C_type,C_vcpu,nodes,workload,target_cost,target_runtime,status
1279,C,,,,,0,0,1,3,santander-naive_bayes,0.0012606512023329,10.25336480140686,ok
1280,C,,,,,1,0,1,5,santander-poisson_regression,0.0672637931627697,231.50062656402588,ok
1281,C,,,,,1,0,1,2,creditcard-kmeans,0.0022604027719497,19.44897222518921,ok
1282,C,,,,,0,2,0,5,santander-poisson_regression,0.0582849088256518,421.70080947875977,ok
1283,C,,,,,1,0,1,3,santander-linear_regression,0.0170893041625022,98.02660131454468,ok
1284,A,1,1,,,,,,5,buzz-linear_regression,0.0150679330539703,164.87707901000977,ok
1285,B,,,1,0,,,,2,santander-kmeans,0.0266896691327624,203.5652730464936,ok
1286,A,2,1,,,,,,2,buzz-linear_regression,0.0157499893976847,474.07994842529297,ok
1287,C,,,,,0,1,1,3,santander-standard_scaler,0.0014192756223583,15.63595485687256,ok
1288,C,,,,,1,1,1,3,buzz-kmeans,0.0050686871523062,38.93997812271118,ok
1289,A,2,1,,,,,,4,santander-logistic_regression,0.007267023004055,109.36991143226624,ok
1290,C,,,,,1,0,0,2,creditcard-logistic_regression,0.0047154458807574,81.14534020423889,ok
1291,C,,,,,1,0,0,5,santander-standard_scaler,0.0034425955484973,23.69664239883423,ok
1292,C,,,,,1,0,0,4,buzz-quantile_transformer,0.002903916065375,24.98589348793029,ok
1293,C,,,,,1,0,0,4,santander-xgboost,0.0112516274748378,96.81132626533508,ok
1294,C,,,,,0,0,1,4,creditcard-standard_scaler,0.0010200265593051,6.222203493118286,ok
1295,C,,,,,0,0,0,4,santander-standard_scaler,0.0020994593040386,25.61357426643372,ok
1296,C,,,,,0,1,0,4,buzz-polynomial_features,0.0031796782985178,52.54508590698242,"(""('array-c2e75c8ab887e6395c9033691be8f9fa', 13, 0)"", <Worker 'tcp://10.64.168.2:35675', name: tcp://10.64.168.2:35675, memory: 0, processing: 13>)"
1297,C,,,,,0,0,1,5,creditcard-kmeans,0.0023184470287561,11.314096927642822,ok
1298,C,,,,,1,1,0,3,santander-poisson_regression,0.0389751802291472,598.8504004478455,Timed out.
1299,B,,,0,0,,,,2,creditcard-spectral_clustering,0.0122037572880586,86.14416909217834,ok
1300,C,,,,,1,2,1,2,creditcard-xgboost,0.0026109163922468,18.03395819664001,ok
1301,C,,,,,1,1,1,3,santander-standard_scaler,0.0020818215446472,15.993507385253906,ok
1302,C,,,,,0,2,1,5,creditcard-spectral_clustering,0.0141788289815995,51.29306864738464,ok
1303,C,,,,,1,2,0,2,creditcard-linear_regression,0.0099358817717896,137.25700068473816,ok
1304,A,1,0,,,,,,2,creditcard-polynomial_features,0.0002124084619813,11.621131658554075,ok
1305,B,,,0,0,,,,5,buzz-poisson_regression,0.016219261214137,45.79556107521057,ok
1306,C,,,,,1,1,0,3,creditcard-linear_regression,0.005850294661343,89.88929057121277,ok
1307,C,,,,,0,1,0,5,creditcard-linear_regression,0.0039768649388233,52.57505702972412,ok
1308,C,,,,,1,0,0,4,buzz-polynomial_features,0.0084870922375255,73.02469420433044,ok
1309,C,,,,,0,2,1,4,santander-poisson_regression,0.067787692600833,306.5343737602234,ok
1310,C,,,,,0,0,1,5,buzz-naive_bayes,0.0015589691708286,7.607820272445679,ok
1311,C,,,,,1,1,1,3,creditcard-poisson_regression,0.0081653230993747,62.72975492477417,ok
1312,B,,,0,0,,,,2,buzz-standard_scaler,0.001307571007808,9.229912996292114,ok
1313,A,1,1,,,,,,2,buzz-xgboost,0.0012763031779925,34.91406869888306,ok
1314,C,,,,,1,2,0,4,creditcard-kmeans,0.0018279462280008,12.62587571144104,ok
1315,C,,,,,1,2,0,3,buzz-quantile_transformer,0.0033948386930624,31.264822959899902,ok
1316,A,0,0,,,,,,2,santander-standard_scaler,0.0003756771175331,21.53563094139099,ok
1317,C,,,,,0,0,0,3,creditcard-logistic_regression,0.003026951378268,49.23873734474182,ok
1318,C,,,,,0,0,1,4,santander-xgboost,0.0114710419838587,69.97382259368896,ok
1319,A,1,1,,,,,,2,creditcard-xgboost,0.0007100171733432,19.422962188720703,ok
1320,C,,,,,0,0,0,2,santander-logistic_regression,0.0170420701930801,415.8292849063873,ok
1321,B,,,1,0,,,,2,santander-logistic_regression,0.0453737527836693,346.0709958076477,ok
1322,A,0,1,,,,,,5,santander-standard_scaler,0.001606963487731,18.42378520965576,ok
1323,C,,,,,1,0,1,2,creditcard-naive_bayes,0.0003936307662328,3.386880397796631,ok
1324,C,,,,,0,2,1,3,creditcard-logistic_regression,0.0071155099454164,42.90156126022339,ok
1325,C,,,,,1,2,0,2,creditcard-polynomial_features,0.0030751427373223,42.48086667060852,ok
1326,C,,,,,0,2,1,3,santander-kmeans,0.0147436916789444,88.89417576789856,ok
1327,A,2,0,,,,,,5,buzz-linear_regression,0.0082098955101768,197.69648051261905,ok
1328,C,,,,,0,2,1,2,creditcard-kmeans,0.0018346847697618,16.592803955078125,ok
1329,C,,,,,0,1,0,5,santander-spectral_clustering,0.0021381410949011,28.26671051979065,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1330,A,1,1,,,,,,4,creditcard-xgboost,0.0009836602985064,13.454320192337036,ok
1331,C,,,,,1,2,0,2,creditcard-xgboost,0.0019706867704126,27.22360849380493,ok
1332,C,,,,,0,1,1,4,santander-quantile_transformer,0.0086693235207462,71.63151526451111,ok
1333,C,,,,,0,0,1,5,buzz-spectral_clustering,0.0016334315845767,7.97119927406311,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1334,C,,,,,0,2,0,2,creditcard-spectral_clustering,0.0064980533529578,117.53618621826172,ok
1335,C,,,,,1,1,1,4,santander-linear_regression,0.0149611848897404,86.2040102481842,ok
1336,C,,,,,0,1,1,2,buzz-polynomial_features,0.0060359244572051,99.74536395072936,"(""('array-c2e75c8ab887e6395c9033691be8f9fa', 16, 0)"", <Worker 'tcp://10.64.179.8:36953', name: tcp://10.64.179.8:36953, memory: 0, processing: 9>)"
1337,A,2,0,,,,,,5,creditcard-linear_regression,0.0014948087722063,35.99539518356323,ok
1338,A,1,0,,,,,,3,creditcard-kmeans,0.0004085282596349,14.900726795196531,ok
1339,A,0,1,,,,,,3,buzz-logistic_regression,0.007473988421758,142.81506538391113,ok
1340,A,1,0,,,,,,2,creditcard-xgboost,0.0004519017950031,24.72411036491394,ok
1341,B,,,0,0,,,,4,santander-xgboost,0.0253610225081443,89.50949120521545,ok
1342,C,,,,,0,1,1,5,buzz-poisson_regression,0.0064213095138271,42.44558453559876,ok
1343,C,,,,,1,1,0,2,creditcard-standard_scaler,0.0003889670680761,8.964669942855835,ok
1344,B,,,0,0,,,,4,buzz-linear_regression,0.0479183996756871,169.12376356124878,ok
1345,C,,,,,0,0,0,4,creditcard-spectral_clustering,0.0071329720228433,87.02283883094788,ok
1346,C,,,,,1,2,1,2,santander-xgboost,0.0148297776003413,102.43131113052368,ok
1347,C,,,,,1,0,0,5,santander-spectral_clustering,0.0026882325310839,18.50408625602722,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1348,A,2,1,,,,,,5,santander-polynomial_features,0.005203831553724,62.65482807159424,in <closed TCP>: Stream is closed
1349,C,,,,,1,1,1,2,buzz-quantile_transformer,0.0027688503401544,31.90736627578736,ok
1350,C,,,,,1,0,0,2,creditcard-kmeans,0.0010464997692108,18.00860023498535,ok
1351,A,1,0,,,,,,5,santander-logistic_regression,0.0053892651835415,117.94136571884157,ok
1352,A,1,1,,,,,,3,buzz-linear_regression,0.0165729900963306,302.2429804801941,ok
1353,A,0,1,,,,,,5,santander-naive_bayes,0.0019306558194425,22.134907484054565,ok
1354,C,,,,,1,0,1,2,creditcard-standard_scaler,0.000523119234138,4.501025915145874,ok
1355,B,,,0,0,,,,5,santander-logistic_regression,0.0399166016330321,112.7056987285614,ok
1356,A,1,1,,,,,,4,buzz-xgboost,0.0018031493814256,24.66313743591309,ok
1357,C,,,,,0,0,1,4,buzz-quantile_transformer,0.0036964607823689,22.548561096191406,ok
1358,C,,,,,1,1,1,2,creditcard-xgboost,0.0019380174372461,22.333107471466064,ok
1359,C,,,,,1,0,0,4,buzz-xgboost,0.0036915621785057,31.76296329498291,ok
1360,C,,,,,0,0,0,2,santander-poisson_regression,0.0245455046671549,598.914306640625,Timed out.
1361,B,,,0,1,,,,2,santander-logistic_regression,0.0523982640345891,184.935049533844,ok
1362,C,,,,,1,0,1,4,buzz-quantile_transformer,0.0056492900192472,24.30382895469665,ok
1363,B,,,0,0,,,,5,santander-linear_regression,0.0265993337879578,75.10400128364563,ok
1364,A,0,0,,,,,,2,buzz-polynomial_features,0.0006776420303185,38.84572148323059,ok
1365,A,0,1,,,,,,2,santander-linear_regression,0.0053001754164165,151.915855884552,ok
1366,A,0,1,,,,,,2,creditcard-poisson_regression,0.0034177244573169,97.9602551460266,ok
1367,C,,,,,0,1,1,3,santander-poisson_regression,0.0375868014824414,414.0883715152741,ok
1368,C,,,,,0,0,1,2,creditcard-quantile_transformer,0.0014205480090061,17.330801248550415,ok
1369,B,,,0,0,,,,3,santander-spectral_clustering,0.0038583633244037,18.15700387954712,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1370,C,,,,,1,2,1,5,creditcard-polynomial_features,0.0099760657043589,27.562422513961792,ok
1371,A,1,1,,,,,,3,santander-linear_regression,0.0043621354178984,79.55262160301208,ok
1372,C,,,,,1,1,1,5,buzz-poisson_regression,0.0154996531803078,71.44526433944702,ok
1373,C,,,,,1,0,1,4,santander-spectral_clustering,0.0049892456316418,21.46424984931945,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1374,A,2,0,,,,,,5,creditcard-xgboost,0.0006672919702529,16.06856918334961,ok
1375,A,2,0,,,,,,5,santander-quantile_transformer,0.0027769589704937,66.86991500854492,ok
1376,C,,,,,1,1,0,5,santander-poisson_regression,0.0468182951948709,431.6155254840851,ok
1377,B,,,0,0,,,,5,creditcard-quantile_transformer,0.0049161557654539,13.880910396575928,ok
1378,C,,,,,1,0,0,4,creditcard-xgboost,0.0019464340430365,16.747520446777344,ok
1379,A,1,1,,,,,,3,santander-quantile_transformer,0.0026761028852462,48.80430793762207,ok
1380,C,,,,,1,1,0,5,buzz-linear_regression,0.0349751799580454,322.43443751335144,ok
1381,C,,,,,0,0,0,3,santander-linear_regression,0.0124491791471004,202.50799751281733,ok
1382,A,0,1,,,,,,3,creditcard-poisson_regression,0.0028333840799331,54.14109706878662,ok
1383,A,1,1,,,,,,3,creditcard-quantile_transformer,0.0007885996243556,14.381756067276,ok
1384,B,,,1,0,,,,2,creditcard-xgboost,0.0040317477846145,30.75061869621277,ok
1385,C,,,,,0,2,1,5,buzz-poisson_regression,0.0117937280567632,42.66477179527283,ok
1386,C,,,,,1,1,0,5,santander-spectral_clustering,0.0034557839125394,31.858699321746823,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1387,A,1,1,,,,,,2,creditcard-logistic_regression,0.0027112098771995,74.16683554649353,ok
1388,C,,,,,0,2,1,2,buzz-spectral_clustering,0.0011169656909714,10.101785898208618,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1389,C,,,,,1,0,0,5,buzz-poisson_regression,0.0128196722370386,88.24248576164246,ok
1390,C,,,,,0,0,0,3,santander-kmeans,0.0078406836602926,127.5426378250122,ok
1391,C,,,,,0,1,0,4,santander-spectral_clustering,0.0014909942778428,24.63910341262817,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1392,C,,,,,0,2,0,5,santander-xgboost,0.0113466415978756,82.09480023384094,ok
1393,A,2,1,,,,,,2,santander-linear_regression,0.0043256178656419,130.2025444507599,ok
1394,C,,,,,1,2,1,4,santander-poisson_regression,0.1031828387351565,356.3490209579468,ok
1395,C,,,,,1,2,1,3,santander-polynomial_features,0.0135993045945962,62.62151002883911,in <closed TCP>: Stream is closed
1396,C,,,,,1,2,1,5,santander-linear_regression,0.0434233352780342,119.9723768234253,ok
1397,A,0,0,,,,,,2,creditcard-kmeans,0.0003828480238384,21.946702003479004,ok
1398,C,,,,,1,0,1,4,santander-xgboost,0.0148260915603637,63.78337669372559,ok
1399,A,1,0,,,,,,4,creditcard-standard_scaler,0.0002091475357479,5.72136116027832,ok
1400,A,2,1,,,,,,2,buzz-poisson_regression,0.0025859208006329,77.83708095550537,ok
1401,B,,,1,0,,,,5,creditcard-quantile_transformer,0.003767322327031,11.493525743484495,ok
1402,A,2,1,,,,,,5,buzz-logistic_regression,0.0066145746511883,79.6403636932373,ok
1403,C,,,,,0,0,0,2,creditcard-linear_regression,0.0053339698544263,130.14973211288452,ok
1404,C,,,,,0,2,1,2,santander-linear_regression,0.0204931649166223,185.3392329216004,ok
1405,C,,,,,1,0,0,4,santander-naive_bayes,0.0019117064283688,16.44871687889099,ok
1406,B,,,1,0,,,,2,santander-naive_bayes,0.0018012392250696,13.7382652759552,ok
1407,C,,,,,1,2,1,4,buzz-quantile_transformer,0.0058998439751731,20.37551641464233,ok
1408,C,,,,,0,0,1,4,buzz-polynomial_features,0.0078792694762865,48.06386423110962,ok
1409,A,1,0,,,,,,2,santander-kmeans,0.0031182154084841,170.60145092010498,ok
1410,C,,,,,1,0,1,4,creditcard-poisson_regression,0.0126065452816221,54.23465943336487,ok
1411,A,1,1,,,,,,4,santander-standard_scaler,0.0017900160983403,24.483502864837646,ok
1412,C,,,,,0,2,1,3,santander-standard_scaler,0.0027944988848686,16.848878860473633,ok
1413,C,,,,,0,2,1,4,creditcard-standard_scaler,0.0018421803888596,8.330296993255615,ok
1414,A,2,1,,,,,,3,creditcard-quantile_transformer,0.0003870047177871,7.765980958938599,ok
1415,C,,,,,0,1,1,4,creditcard-polynomial_features,0.0035174465719223,29.063401222229004,ok
1416,A,2,0,,,,,,5,buzz-standard_scaler,0.0004605881708198,11.091086387634276,ok
1417,C,,,,,1,2,1,2,creditcard-standard_scaler,0.001068718416161,7.381784915924072,ok
1418,C,,,,,0,2,1,2,santander-quantile_transformer,0.0077578777691915,70.16188669204712,ok
1419,A,0,1,,,,,,5,creditcard-naive_bayes,0.0003212661117977,3.683305740356445,ok
1420,C,,,,,1,1,0,2,santander-poisson_regression,0.0259836659872796,598.8552980422974,Timed out.
1421,C,,,,,1,2,0,4,creditcard-polynomial_features,0.005746058489773,39.6888153553009,ok
1422,A,1,1,,,,,,5,creditcard-linear_regression,0.0034971901773081,38.26712656021118,ok
1423,A,1,1,,,,,,3,buzz-poisson_regression,0.0031298514430522,57.07935762405396,ok
1424,C,,,,,1,1,0,4,santander-polynomial_features,0.0085658389787409,98.7100522518158,"('transform-b82d90c248e4c3b0456054d39e5a1b0a', 5, 0)"
1425,C,,,,,1,1,0,5,buzz-poisson_regression,0.0067752218915687,62.46043229103088,ok
1426,A,1,1,,,,,,5,creditcard-poisson_regression,0.0029479671851131,32.257391691207886,ok
1427,C,,,,,0,1,1,5,santander-poisson_regression,0.0334789120285908,221.2994074821472,ok
1428,C,,,,,0,1,1,5,santander-logistic_regression,0.0147667689641594,97.610018491745,ok
1429,C,,,,,1,2,1,4,creditcard-logistic_regression,0.1733953208470874,598.8326506614685,Timed out.
1430,B,,,0,0,,,,2,creditcard-xgboost,0.0025759444336096,18.18313717842102,ok
1431,B,,,1,1,,,,2,santander-poisson_regression,0.1570572181542714,598.9470183849335,Timed out.
1432,C,,,,,1,0,1,4,buzz-linear_regression,0.0612022097823884,263.2982256412506,ok
1433,C,,,,,0,0,1,3,santander-logistic_regression,0.0213974264997601,174.0335624217987,ok
1434,A,1,1,,,,,,2,creditcard-naive_bayes,0.0001598443938891,4.372642993927002,ok
1435,B,,,0,0,,,,3,santander-naive_bayes,0.0041219644516706,19.39747977256775,ok
1436,A,1,1,,,,,,5,santander-standard_scaler,0.0005957089151276,6.51839542388916,ok
1437,B,,,1,0,,,,5,creditcard-poisson_regression,0.0164671237892574,50.23868274688721,ok
1438,C,,,,,1,2,0,5,buzz-polynomial_features,0.0134895871990919,74.53954553604126,ok
1439,C,,,,,1,0,1,2,buzz-logistic_regression,0.0364578170887099,313.6905868053436,ok
1440,C,,,,,1,1,1,3,buzz-spectral_clustering,0.0010318839927514,7.927405834197998,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1441,C,,,,,0,1,0,5,buzz-poisson_regression,0.0044898488008896,59.35682010650635,ok
1442,B,,,0,1,,,,2,santander-kmeans,0.0274600810805956,96.91793322563171,ok
1443,C,,,,,1,0,0,4,buzz-linear_regression,0.0336907807885805,289.8824350833893,ok
1444,A,2,1,,,,,,5,buzz-quantile_transformer,0.0015940958981381,19.19312787055969,ok
1445,A,1,1,,,,,,5,buzz-logistic_regression,0.0091115661581357,99.70102787017822,ok
1446,C,,,,,1,0,1,3,santander-kmeans,0.0156568138945897,89.8096399307251,ok
1447,A,1,1,,,,,,4,buzz-linear_regression,0.0149116672192149,203.9589741230011,ok
1448,C,,,,,0,1,0,5,santander-naive_bayes,0.001522466955775,20.12735867500305,ok
1449,A,1,1,,,,,,3,santander-poisson_regression,0.0199518469295104,363.86346983909607,ok
1450,C,,,,,1,2,0,5,buzz-xgboost,0.0048640516162249,26.87733817100525,ok
1451,C,,,,,0,2,0,4,santander-poisson_regression,0.0502304423589303,454.2817907333374,ok
1452,C,,,,,1,0,0,5,santander-linear_regression,0.0189749047640297,130.6111991405487,ok
1453,C,,,,,0,1,1,2,buzz-poisson_regression,0.0062576438554382,103.40933990478516,ok
1454,A,0,1,,,,,,2,creditcard-xgboost,0.0005618923604753,16.10519504547119,ok
1455,A,0,1,,,,,,5,buzz-xgboost,0.0023926091848479,27.431188106536865,ok
1456,A,1,0,,,,,,3,creditcard-spectral_clustering,0.0025935547032157,94.59773993492126,ok
1457,A,0,0,,,,,,2,santander-spectral_clustering,0.000499367002805,28.626133918762207,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1458,C,,,,,0,2,0,3,buzz-standard_scaler,0.0008225274377695,9.918533325195312,ok
1459,A,0,0,,,,,,3,buzz-polynomial_features,0.0010796204460064,41.25938010215759,ok
1460,A,0,0,,,,,,4,creditcard-polynomial_features,0.0053996591461499,154.76730036735535,ok
1461,A,0,0,,,,,,5,santander-standard_scaler,0.000485958928532,11.143007278442385,ok
1462,B,,,0,0,,,,4,santander-logistic_regression,0.0375534284035364,132.5415120124817,ok
1463,C,,,,,0,0,1,4,creditcard-poisson_regression,0.0082379096790949,50.25158405303955,ok
1464,C,,,,,0,2,1,5,santander-linear_regression,0.014777803966448,53.459909439086914,ok
1465,B,,,1,0,,,,5,santander-naive_bayes,0.0065640548878245,20.025930166244507,ok
1466,C,,,,,0,2,1,3,creditcard-poisson_regression,0.0111951977496258,67.49923276901245,ok
1467,C,,,,,1,1,1,5,santander-spectral_clustering,0.0049110345615943,22.637291193008423,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1468,C,,,,,1,0,0,5,santander-poisson_regression,0.0716884592139058,493.4578454494476,ok
1469,C,,,,,0,1,0,2,buzz-naive_bayes,0.0001709451271398,5.64983344078064,ok
1470,C,,,,,0,0,0,5,santander-naive_bayes,0.0017217016642292,16.80392026901245,ok
1471,A,2,1,,,,,,4,buzz-quantile_transformer,0.0011035469280878,16.60856580734253,ok
1472,C,,,,,0,2,1,2,buzz-logistic_regression,0.0309713747696367,280.1036767959595,ok
1473,A,0,1,,,,,,2,buzz-xgboost,0.0011480564942889,32.90607786178589,ok
1474,C,,,,,1,2,0,2,santander-polynomial_features,0.0433540553994708,598.9048328399658,Timed out.
1475,C,,,,,0,0,0,4,buzz-poisson_regression,0.0053236866756121,64.9494104385376,ok
1476,C,,,,,0,2,1,3,santander-logistic_regression,0.0274973747040875,165.7899875640869,ok
1477,C,,,,,1,2,0,5,creditcard-logistic_regression,0.0061672738757729,34.07856631278992,ok
1478,B,,,1,1,,,,2,santander-xgboost,0.0288699616813659,110.09731149673462,ok
1479,A,2,1,,,,,,4,santander-standard_scaler,0.0009329149123297,14.040525436401367,ok
1480,A,2,1,,,,,,2,creditcard-kmeans,0.0004258213381237,12.817364692687988,ok
1481,A,2,1,,,,,,4,santander-kmeans,0.0055615040665732,83.70156621932983,ok
1482,A,2,1,,,,,,3,buzz-poisson_regression,0.0022977321234544,46.10833692550659,ok
1483,A,1,0,,,,,,3,buzz-poisson_regression,0.0018642301785747,67.9962375164032,ok
1484,C,,,,,0,0,1,3,buzz-linear_regression,0.0589753411775946,479.6693060398102,ok
1485,A,0,0,,,,,,5,creditcard-linear_regression,0.001948577927947,44.68076777458191,ok
1486,C,,,,,0,1,0,2,buzz-standard_scaler,0.0002499119004114,8.259730100631714,ok
1487,A,2,0,,,,,,2,santander-poisson_regression,0.0099475854160255,598.8512959480286,Timed out.
1488,B,,,0,0,,,,2,buzz-kmeans,0.0049961653530597,35.26704955101013,ok
1489,C,,,,,1,1,0,5,creditcard-xgboost,0.0649621176091167,598.8825182914734,Timed out.
1490,C,,,,,1,2,1,4,buzz-polynomial_features,0.0125597462238205,43.37594628334045,ok
1491,C,,,,,0,0,1,5,creditcard-naive_bayes,0.0011304561106363,5.51666259765625,ok
1492,A,1,0,,,,,,5,creditcard-quantile_transformer,0.0003948265762461,8.640581607818604,ok
1493,B,,,1,0,,,,4,santander-kmeans,0.0302080476517147,115.200181722641,ok
1494,C,,,,,0,2,1,3,santander-xgboost,0.0118778995658826,71.61544847488403,ok
1495,C,,,,,1,2,1,4,buzz-kmeans,0.0083169478669696,28.723150730133057,ok
1496,A,2,1,,,,,,4,creditcard-polynomial_features,0.004724693490876,71.10742712020874,ok
1497,B,,,0,0,,,,5,santander-xgboost,0.0326166431903839,92.09405136108398,ok
1498,C,,,,,1,2,1,3,santander-logistic_regression,0.0379548211637735,174.772775888443,ok
1499,C,,,,,0,0,1,5,santander-spectral_clustering,0.0051149528063734,24.96113610267639,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1500,A,2,0,,,,,,3,buzz-standard_scaler,0.0002986370473901,11.985433340072632,ok
1501,A,0,1,,,,,,4,buzz-logistic_regression,0.0075337842586305,107.9682457447052,ok
1502,C,,,,,1,0,0,2,santander-xgboost,0.0113659647280904,195.59021520614624,ok
1503,A,2,0,,,,,,2,buzz-naive_bayes,0.0001142199195888,6.876115560531616,ok
1504,A,2,0,,,,,,2,santander-kmeans,0.0024398384415043,146.87990617752075,ok
1505,A,1,1,,,,,,2,santander-polynomial_features,0.006547941053258,179.12300753593445,ok
1506,A,0,0,,,,,,5,buzz-kmeans,0.0011062841102149,25.367024183273315,ok
1507,C,,,,,1,2,1,2,buzz-logistic_regression,0.0447526978699631,309.11303210258484,ok
1508,C,,,,,0,0,1,2,creditcard-naive_bayes,0.0006798579863627,8.294322729110718,ok
1509,C,,,,,1,2,0,3,buzz-xgboost,0.0050129566595753,46.16690707206726,ok
1510,C,,,,,0,2,1,4,buzz-poisson_regression,0.0125532035931926,56.76529550552368,ok
1511,C,,,,,1,0,1,3,creditcard-logistic_regression,0.0071486818748315,41.00582337379456,ok
1512,C,,,,,1,2,1,2,creditcard-poisson_regression,0.0175331843401326,121.10411286354064,ok
1513,C,,,,,1,0,0,2,buzz-poisson_regression,0.0083814259218904,144.23103880882263,ok
1514,C,,,,,1,1,0,2,buzz-naive_bayes,0.0002982976076735,6.874976873397827,ok
1515,A,0,1,,,,,,5,buzz-spectral_clustering,0.0005189078022374,5.949261426925659,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1516,C,,,,,0,1,0,3,buzz-linear_regression,0.0223260206025755,491.925098657608,ok
1517,C,,,,,0,0,1,3,santander-linear_regression,0.011114368261969,90.39746451377869,ok
1518,C,,,,,1,0,0,3,buzz-polynomial_features,0.0065064176719188,74.64341497421265,ok
1519,A,0,0,,,,,,5,santander-kmeans,0.0034531730834643,79.18103885650635,ok
1520,C,,,,,1,2,1,4,santander-spectral_clustering,0.0070173483448558,24.234894514083862,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1521,B,,,1,0,,,,3,creditcard-quantile_transformer,0.0030142873334884,15.326884746551514,ok
1522,C,,,,,0,0,0,4,buzz-linear_regression,0.0277460116002082,338.5035982131958,ok
1523,C,,,,,1,2,1,4,creditcard-xgboost,0.1734100827608638,598.8836319446564,Timed out.
1524,C,,,,,0,2,1,5,creditcard-linear_regression,0.0109381007720576,39.56947040557861,ok
1525,B,,,0,0,,,,3,santander-quantile_transformer,0.0167887044340372,79.00566792488098,ok
1526,C,,,,,1,0,0,5,buzz-standard_scaler,0.0014235567547215,9.798861026763916,ok
1527,C,,,,,0,0,1,5,santander-linear_regression,0.0119733837376236,58.43050217628479,ok
1528,A,0,1,,,,,,3,santander-linear_regression,0.0048940028413136,93.51597785949708,ok
1529,C,,,,,0,0,1,3,creditcard-linear_regression,0.0070004789919853,56.93760871887207,ok
1530,A,2,0,,,,,,2,creditcard-standard_scaler,9.520213431782192e-05,5.731232166290283,ok
1531,C,,,,,1,0,0,2,buzz-quantile_transformer,0.0019439906437661,33.452993869781494,ok
1532,A,0,0,,,,,,3,santander-polynomial_features,0.0156709828332265,598.8910636901855,Timed out.
1533,A,0,1,,,,,,4,buzz-poisson_regression,0.003032709303432,43.46239447593689,ok
1534,C,,,,,0,0,0,4,creditcard-naive_bayes,0.0003828938355207,4.671335935592651,ok
1535,C,,,,,0,2,0,2,creditcard-quantile_transformer,0.0009042927364267,16.356763124465942,ok
1536,C,,,,,0,2,0,5,santander-polynomial_features,0.0042578187738637,30.806012392044067,in <closed TCP>: Stream is closed
1537,C,,,,,1,0,1,5,buzz-quantile_transformer,0.0074414021409882,25.610944271087646,ok
1538,C,,,,,1,0,0,5,creditcard-polynomial_features,0.0060712955246369,41.79094433784485,ok
1539,C,,,,,0,2,1,4,santander-logistic_regression,0.0286322864939732,129.47453546524048,ok
1540,B,,,1,0,,,,5,santander-logistic_regression,0.0553261961950196,168.79178500175476,ok
1541,B,,,0,0,,,,4,creditcard-spectral_clustering,0.0184536108175913,65.13039112091064,ok
1542,C,,,,,0,0,0,3,buzz-linear_regression,0.0284336455860018,462.5237183570862,ok
1543,C,,,,,1,1,1,2,buzz-spectral_clustering,0.0007992675706545,9.210509777069092,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1544,C,,,,,1,1,1,3,creditcard-polynomial_features,0.0031993830096721,24.579126834869385,ok
1545,A,1,0,,,,,,4,santander-poisson_regression,0.0138874815574487,379.9007112979889,ok
1546,C,,,,,1,0,0,5,buzz-linear_regression,0.0578212026078833,398.0044538974762,ok
1547,C,,,,,0,2,0,2,santander-kmeans,0.0092274782761073,166.90577101707458,ok
1548,A,2,1,,,,,,3,santander-quantile_transformer,0.0026018024461269,52.21008253097534,ok
1549,A,1,0,,,,,,5,buzz-xgboost,0.0016677580842044,36.49804925918579,ok
1550,C,,,,,1,2,1,3,creditcard-spectral_clustering,0.0163507608180046,75.2913007736206,ok
1551,C,,,,,1,1,1,4,buzz-linear_regression,0.0511584870577918,294.7672109603882,ok
1552,B,,,0,0,,,,2,santander-logistic_regression,0.0319003784835338,225.1791422367096,ok
1553,A,0,1,,,,,,2,buzz-naive_bayes,0.0001259251951111,3.609320878982544,ok
1554,C,,,,,1,2,1,5,buzz-standard_scaler,0.0023951628116766,6.61748743057251,ok
1555,A,2,0,,,,,,3,santander-kmeans,0.0028178959124088,113.09281253814696,ok
1556,C,,,,,1,1,0,5,buzz-spectral_clustering,0.0005997415766119,5.528987646102905,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
1557,C,,,,,0,0,1,3,buzz-logistic_regression,0.0224565631579279,182.64793133735657,ok
1558,C,,,,,1,0,0,2,buzz-standard_scaler,0.0004174496626324,7.183646202087402,ok
1559,C,,,,,1,0,1,5,creditcard-naive_bayes,0.0005693611590067,1.9595603942871087,ok
